Ref_Date,GEO,Geographical classification,SEX,CAUSES,UNIT,Vector,Coordinate,Value
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Males,Unintentional injuries,"Low 95% confidence interval, mortality",v2028955,142.2.15.2,68.6
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Males,Unintentional injuries,"High 95% confidence interval, mortality",v2028956,142.2.15.3,142.0
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Males,Suicides and self-inflicted injuries,Mortality,v2028957,142.2.16.1,43.2
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Males,Suicides and self-inflicted injuries,"Low 95% confidence interval, mortality",v2028958,142.2.16.2,21.3
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Males,Suicides and self-inflicted injuries,"High 95% confidence interval, mortality",v2028959,142.2.16.3,65.1
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Males,Human immunodeficiency virus (HIV) infection,Mortality,v2028960,142.2.17.1,0.0
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Males,Human immunodeficiency virus (HIV) infection,"Low 95% confidence interval, mortality",v2028961,142.2.17.2,0.0
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Males,Human immunodeficiency virus (HIV) infection,"High 95% confidence interval, mortality",v2028962,142.2.17.3,0.0
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,"Total, all causes of death",Mortality,v2028963,142.3.1.1,679.6
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,"Total, all causes of death","Low 95% confidence interval, mortality",v2028964,142.3.1.2,563.0
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,"Total, all causes of death","High 95% confidence interval, mortality",v2028965,142.3.1.3,796.2
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,All malignant neoplasms (cancers),Mortality,v2028966,142.3.2.1,185.8
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,All malignant neoplasms (cancers),"Low 95% confidence interval, mortality",v2028967,142.3.2.2,122.8
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,All malignant neoplasms (cancers),"High 95% confidence interval, mortality",v2028968,142.3.2.3,248.8
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Colorectal cancer,Mortality,v2028969,142.3.3.1,0.0
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Colorectal cancer,"Low 95% confidence interval, mortality",v2028970,142.3.3.2,0.0
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Colorectal cancer,"High 95% confidence interval, mortality",v2028971,142.3.3.3,0.0
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Lung cancer,Mortality,v2028972,142.3.4.1,50.5
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Lung cancer,"Low 95% confidence interval, mortality",v2028973,142.3.4.2,16.8
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Lung cancer,"High 95% confidence interval, mortality",v2028974,142.3.4.3,84.2
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Female breast cancer,Mortality,v2028975,142.3.5.1,0 s
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Female breast cancer,"Low 95% confidence interval, mortality",v2028976,142.3.5.2,0 s
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Female breast cancer,"High 95% confidence interval, mortality",v2028977,142.3.5.3,0 s
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Prostate cancer,Mortality,v2028978,142.3.6.1,0.0
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Prostate cancer,"Low 95% confidence interval, mortality",v2028979,142.3.6.2,0.0
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Prostate cancer,"High 95% confidence interval, mortality",v2028980,142.3.6.3,0.0
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Circulatory diseases,Mortality,v2028981,142.3.7.1,214.4
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Circulatory diseases,"Low 95% confidence interval, mortality",v2028982,142.3.7.2,146.6
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Circulatory diseases,"High 95% confidence interval, mortality",v2028983,142.3.7.3,282.1
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Ischaemic heart diseases,Mortality,v2028984,142.3.8.1,113.7
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Ischaemic heart diseases,"Low 95% confidence interval, mortality",v2028985,142.3.8.2,64.0
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Ischaemic heart diseases,"High 95% confidence interval, mortality",v2028986,142.3.8.3,163.5
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,All other circulatory diseases,Mortality,v2028987,142.3.9.1,30.5
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,All other circulatory diseases,"Low 95% confidence interval, mortality",v2028988,142.3.9.2,5.6
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,All other circulatory diseases,"High 95% confidence interval, mortality",v2028989,142.3.9.3,55.5
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Cerebrovascular diseases,Mortality,v2028990,142.3.10.1,70.1
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Cerebrovascular diseases,"Low 95% confidence interval, mortality",v2028991,142.3.10.2,30.4
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Cerebrovascular diseases,"High 95% confidence interval, mortality",v2028992,142.3.10.3,109.9
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Respiratory diseases (excluding infectious and parasitic diseases),Mortality,v2028993,142.3.11.1,78.7
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Respiratory diseases (excluding infectious and parasitic diseases),"Low 95% confidence interval, mortality",v2028994,142.3.11.2,37.1
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Respiratory diseases (excluding infectious and parasitic diseases),"High 95% confidence interval, mortality",v2028995,142.3.11.3,120.4
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Pneumonia and influenza,Mortality,v2028996,142.3.12.1,37.7
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Pneumonia and influenza,"Low 95% confidence interval, mortality",v2028997,142.3.12.2,7.6
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Pneumonia and influenza,"High 95% confidence interval, mortality",v2028998,142.3.12.3,67.9
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,"Bronchitis, emphysema and asthma",Mortality,v2028999,142.3.13.1,0 s
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,"Bronchitis, emphysema and asthma","Low 95% confidence interval, mortality",v2029000,142.3.13.2,0 s
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,"Bronchitis, emphysema and asthma","High 95% confidence interval, mortality",v2029001,142.3.13.3,0 s
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,All other respiratory diseases,Mortality,v2029002,142.3.14.1,27.7
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,All other respiratory diseases,"Low 95% confidence interval, mortality",v2029003,142.3.14.2,3.1
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,All other respiratory diseases,"High 95% confidence interval, mortality",v2029004,142.3.14.3,52.4
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Unintentional injuries,Mortality,v2029005,142.3.15.1,44.3
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Unintentional injuries,"Low 95% confidence interval, mortality",v2029006,142.3.15.2,17.8
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Unintentional injuries,"High 95% confidence interval, mortality",v2029007,142.3.15.3,70.7
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Suicides and self-inflicted injuries,Mortality,v2029008,142.3.16.1,0 s
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Suicides and self-inflicted injuries,"Low 95% confidence interval, mortality",v2029009,142.3.16.2,0 s
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Suicides and self-inflicted injuries,"High 95% confidence interval, mortality",v2029010,142.3.16.3,0 s
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Human immunodeficiency virus (HIV) infection,Mortality,v2029011,142.3.17.1,0.0
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Human immunodeficiency virus (HIV) infection,"Low 95% confidence interval, mortality",v2029012,142.3.17.2,0.0
1996,"Keeweetinok Lakes Regional Health Authority, Alberta",4815,Females,Human immunodeficiency virus (HIV) infection,"High 95% confidence interval, mortality",v2029013,142.3.17.3,0.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,"Total, all causes of death",Mortality,v2029014,143.1.1.1,873.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,"Total, all causes of death","Low 95% confidence interval, mortality",v2029015,143.1.1.2,748.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,"Total, all causes of death","High 95% confidence interval, mortality",v2029016,143.1.1.3,997.8
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,All malignant neoplasms (cancers),Mortality,v2029017,143.1.2.1,202.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,All malignant neoplasms (cancers),"Low 95% confidence interval, mortality",v2029018,143.1.2.2,142.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,All malignant neoplasms (cancers),"High 95% confidence interval, mortality",v2029019,143.1.2.3,262.4
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Colorectal cancer,Mortality,v2029020,143.1.3.1,42.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Colorectal cancer,"Low 95% confidence interval, mortality",v2029021,143.1.3.2,13.6
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Colorectal cancer,"High 95% confidence interval, mortality",v2029022,143.1.3.3,70.9
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Lung cancer,Mortality,v2029023,143.1.4.1,76.5
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Lung cancer,"Low 95% confidence interval, mortality",v2029024,143.1.4.2,39.9
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Lung cancer,"High 95% confidence interval, mortality",v2029025,143.1.4.3,113.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Female breast cancer,Mortality,v2029026,143.1.5.1,4.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Female breast cancer,"Low 95% confidence interval, mortality",v2029027,143.1.5.2,0.8
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Female breast cancer,"High 95% confidence interval, mortality",v2029028,143.1.5.3,7.5
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Prostate cancer,Mortality,v2029029,143.1.6.1,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Prostate cancer,"Low 95% confidence interval, mortality",v2029030,143.1.6.2,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Prostate cancer,"High 95% confidence interval, mortality",v2029031,143.1.6.3,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Circulatory diseases,Mortality,v2029032,143.1.7.1,354.9
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Circulatory diseases,"Low 95% confidence interval, mortality",v2029033,143.1.7.2,268.7
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Circulatory diseases,"High 95% confidence interval, mortality",v2029034,143.1.7.3,441.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Ischaemic heart diseases,Mortality,v2029035,143.1.8.1,227.8
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Ischaemic heart diseases,"Low 95% confidence interval, mortality",v2029036,143.1.8.2,157.6
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Ischaemic heart diseases,"High 95% confidence interval, mortality",v2029037,143.1.8.3,298.1
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,All other circulatory diseases,Mortality,v2029038,143.1.9.1,66.1
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,All other circulatory diseases,"Low 95% confidence interval, mortality",v2029039,143.1.9.2,29.9
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,All other circulatory diseases,"High 95% confidence interval, mortality",v2029040,143.1.9.3,102.3
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Cerebrovascular diseases,Mortality,v2029041,143.1.10.1,61.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Cerebrovascular diseases,"Low 95% confidence interval, mortality",v2029042,143.1.10.2,23.8
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Cerebrovascular diseases,"High 95% confidence interval, mortality",v2029043,143.1.10.3,98.3
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Respiratory diseases (excluding infectious and parasitic diseases),Mortality,v2029044,143.1.11.1,99.4
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Respiratory diseases (excluding infectious and parasitic diseases),"Low 95% confidence interval, mortality",v2029045,143.1.11.2,53.4
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Respiratory diseases (excluding infectious and parasitic diseases),"High 95% confidence interval, mortality",v2029046,143.1.11.3,145.4
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Pneumonia and influenza,Mortality,v2029047,143.1.12.1,22.6
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Pneumonia and influenza,"Low 95% confidence interval, mortality",v2029048,143.1.12.2,1.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Pneumonia and influenza,"High 95% confidence interval, mortality",v2029049,143.1.12.3,43.9
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,"Bronchitis, emphysema and asthma",Mortality,v2029050,143.1.13.1,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,"Bronchitis, emphysema and asthma","Low 95% confidence interval, mortality",v2029051,143.1.13.2,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,"Bronchitis, emphysema and asthma","High 95% confidence interval, mortality",v2029052,143.1.13.3,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,All other respiratory diseases,Mortality,v2029053,143.1.14.1,62.5
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,All other respiratory diseases,"Low 95% confidence interval, mortality",v2029054,143.1.14.2,25.6
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,All other respiratory diseases,"High 95% confidence interval, mortality",v2029055,143.1.14.3,99.4
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Unintentional injuries,Mortality,v2029056,143.1.15.1,61.8
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Unintentional injuries,"Low 95% confidence interval, mortality",v2029057,143.1.15.2,32.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Unintentional injuries,"High 95% confidence interval, mortality",v2029058,143.1.15.3,91.4
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Suicides and self-inflicted injuries,Mortality,v2029059,143.1.16.1,18.3
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Suicides and self-inflicted injuries,"Low 95% confidence interval, mortality",v2029060,143.1.16.2,10.8
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Suicides and self-inflicted injuries,"High 95% confidence interval, mortality",v2029061,143.1.16.3,25.9
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Human immunodeficiency virus (HIV) infection,Mortality,v2029062,143.1.17.1,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Human immunodeficiency virus (HIV) infection,"Low 95% confidence interval, mortality",v2029063,143.1.17.2,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Both sexes,Human immunodeficiency virus (HIV) infection,"High 95% confidence interval, mortality",v2029064,143.1.17.3,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,"Total, all causes of death",Mortality,v2029065,143.2.1.1,1149.6
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,"Total, all causes of death","Low 95% confidence interval, mortality",v2029066,143.2.1.2,920.8
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,"Total, all causes of death","High 95% confidence interval, mortality",v2029067,143.2.1.3,1378.5
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,All malignant neoplasms (cancers),Mortality,v2029068,143.2.2.1,233.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,All malignant neoplasms (cancers),"Low 95% confidence interval, mortality",v2029069,143.2.2.2,127.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,All malignant neoplasms (cancers),"High 95% confidence interval, mortality",v2029070,143.2.2.3,339.5
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Colorectal cancer,Mortality,v2029071,143.2.3.1,84.9
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Colorectal cancer,"Low 95% confidence interval, mortality",v2029072,143.2.3.2,15.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Colorectal cancer,"High 95% confidence interval, mortality",v2029073,143.2.3.3,154.6
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Lung cancer,Mortality,v2029074,143.2.4.1,61.3
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Lung cancer,"Low 95% confidence interval, mortality",v2029075,143.2.4.2,8.5
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Lung cancer,"High 95% confidence interval, mortality",v2029076,143.2.4.3,114.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Female breast cancer,Mortality,v2029077,143.2.5.1,0.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Female breast cancer,"Low 95% confidence interval, mortality",v2029078,143.2.5.2,0.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Female breast cancer,"High 95% confidence interval, mortality",v2029079,143.2.5.3,0.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Prostate cancer,Mortality,v2029080,143.2.6.1,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Prostate cancer,"Low 95% confidence interval, mortality",v2029081,143.2.6.2,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Prostate cancer,"High 95% confidence interval, mortality",v2029082,143.2.6.3,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Circulatory diseases,Mortality,v2029083,143.2.7.1,531.8
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Circulatory diseases,"Low 95% confidence interval, mortality",v2029084,143.2.7.2,360.3
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Circulatory diseases,"High 95% confidence interval, mortality",v2029085,143.2.7.3,703.4
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Ischaemic heart diseases,Mortality,v2029086,143.2.8.1,383.1
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Ischaemic heart diseases,"Low 95% confidence interval, mortality",v2029087,143.2.8.2,234.3
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Ischaemic heart diseases,"High 95% confidence interval, mortality",v2029088,143.2.8.3,532.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,All other circulatory diseases,Mortality,v2029089,143.2.9.1,69.7
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,All other circulatory diseases,"Low 95% confidence interval, mortality",v2029090,143.2.9.2,13.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,All other circulatory diseases,"High 95% confidence interval, mortality",v2029091,143.2.9.3,126.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Cerebrovascular diseases,Mortality,v2029092,143.2.10.1,79.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Cerebrovascular diseases,"Low 95% confidence interval, mortality",v2029093,143.2.10.2,4.7
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Cerebrovascular diseases,"High 95% confidence interval, mortality",v2029094,143.2.10.3,153.3
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Respiratory diseases (excluding infectious and parasitic diseases),Mortality,v2029095,143.2.11.1,129.8
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Respiratory diseases (excluding infectious and parasitic diseases),"Low 95% confidence interval, mortality",v2029096,143.2.11.2,38.4
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Respiratory diseases (excluding infectious and parasitic diseases),"High 95% confidence interval, mortality",v2029097,143.2.11.3,221.1
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Pneumonia and influenza,Mortality,v2029098,143.2.12.1,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Pneumonia and influenza,"Low 95% confidence interval, mortality",v2029099,143.2.12.2,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Pneumonia and influenza,"High 95% confidence interval, mortality",v2029100,143.2.12.3,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,"Bronchitis, emphysema and asthma",Mortality,v2029101,143.2.13.1,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,"Bronchitis, emphysema and asthma","Low 95% confidence interval, mortality",v2029102,143.2.13.2,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,"Bronchitis, emphysema and asthma","High 95% confidence interval, mortality",v2029103,143.2.13.3,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,All other respiratory diseases,Mortality,v2029104,143.2.14.1,65.7
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,All other respiratory diseases,"Low 95% confidence interval, mortality",v2029105,143.2.14.2,3.1
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,All other respiratory diseases,"High 95% confidence interval, mortality",v2029106,143.2.14.3,128.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Unintentional injuries,Mortality,v2029107,143.2.15.1,86.5
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Unintentional injuries,"Low 95% confidence interval, mortality",v2029108,143.2.15.2,36.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Unintentional injuries,"High 95% confidence interval, mortality",v2029109,143.2.15.3,136.9
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Suicides and self-inflicted injuries,Mortality,v2029110,143.2.16.1,28.4
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Suicides and self-inflicted injuries,"Low 95% confidence interval, mortality",v2029111,143.2.16.2,15.5
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Suicides and self-inflicted injuries,"High 95% confidence interval, mortality",v2029112,143.2.16.3,41.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Human immunodeficiency virus (HIV) infection,Mortality,v2029113,143.2.17.1,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Human immunodeficiency virus (HIV) infection,"Low 95% confidence interval, mortality",v2029114,143.2.17.2,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Males,Human immunodeficiency virus (HIV) infection,"High 95% confidence interval, mortality",v2029115,143.2.17.3,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,"Total, all causes of death",Mortality,v2029116,143.3.1.1,706.1
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,"Total, all causes of death","Low 95% confidence interval, mortality",v2029117,143.3.1.2,556.5
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,"Total, all causes of death","High 95% confidence interval, mortality",v2029118,143.3.1.3,855.7
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,All malignant neoplasms (cancers),Mortality,v2029119,143.3.2.1,193.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,All malignant neoplasms (cancers),"Low 95% confidence interval, mortality",v2029120,143.3.2.2,117.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,All malignant neoplasms (cancers),"High 95% confidence interval, mortality",v2029121,143.3.2.3,269.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Colorectal cancer,Mortality,v2029122,143.3.3.1,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Colorectal cancer,"Low 95% confidence interval, mortality",v2029123,143.3.3.2,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Colorectal cancer,"High 95% confidence interval, mortality",v2029124,143.3.3.3,0 s
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Lung cancer,Mortality,v2029125,143.3.4.1,96.6
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Lung cancer,"Low 95% confidence interval, mortality",v2029126,143.3.4.2,40.8
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Lung cancer,"High 95% confidence interval, mortality",v2029127,143.3.4.3,152.4
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Female breast cancer,Mortality,v2029128,143.3.5.1,9.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Female breast cancer,"Low 95% confidence interval, mortality",v2029129,143.3.5.2,1.8
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Female breast cancer,"High 95% confidence interval, mortality",v2029130,143.3.5.3,16.3
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Prostate cancer,Mortality,v2029131,143.3.6.1,0.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Prostate cancer,"Low 95% confidence interval, mortality",v2029132,143.3.6.2,0.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Prostate cancer,"High 95% confidence interval, mortality",v2029133,143.3.6.3,0.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Circulatory diseases,Mortality,v2029134,143.3.7.1,240.6
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Circulatory diseases,"Low 95% confidence interval, mortality",v2029135,143.3.7.2,148.0
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Circulatory diseases,"High 95% confidence interval, mortality",v2029136,143.3.7.3,333.1
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Ischaemic heart diseases,Mortality,v2029137,143.3.8.1,127.9
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Ischaemic heart diseases,"Low 95% confidence interval, mortality",v2029138,143.3.8.2,58.6
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Ischaemic heart diseases,"High 95% confidence interval, mortality",v2029139,143.3.8.3,197.3
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,All other circulatory diseases,Mortality,v2029140,143.3.9.1,58.5
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,All other circulatory diseases,"Low 95% confidence interval, mortality",v2029141,143.3.9.2,13.8
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,All other circulatory diseases,"High 95% confidence interval, mortality",v2029142,143.3.9.3,103.1
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Cerebrovascular diseases,Mortality,v2029143,143.3.10.1,54.2
1996,"Northern Lights Regional Health Authority, Alberta",4816,Females,Cerebrovascular diseases,"Low 95% confidence interval, mortality",v2029144,143.3.10.2,9.7
